model,config,sum_rmse,rmse_lo,rmse_hi,time_s,status
SVM,"{""gamma"": 181.01933598375618, ""C"": 362.03867196751236}",1.09243,1.12406,1.0608,0.06,ok
SVM,"{""gamma"": 181.01933598375618, ""C"": 512.0}",1.09767,1.14726,1.04807,0.07,ok
SVM,"{""gamma"": 181.01933598375618, ""C"": 724.0773439350247}",1.10016,1.16957,1.03074,0.08,ok
SVM,"{""gamma"": 181.01933598375618, ""C"": 1024.0}",1.11552,1.19624,1.03481,0.08,ok
SVM,"{""gamma"": 256.0, ""C"": 0.0009765625}",1.00253,0.93935,1.06572,0.01,ok
SVM,"{""gamma"": 256.0, ""C"": 0.0013810679320049757}",1.00229,0.93909,1.06549,0.01,ok
SVM,"{""gamma"": 256.0, ""C"": 0.001953125}",1.00194,0.93872,1.06517,0.01,ok
SVM,"{""gamma"": 256.0, ""C"": 0.0027621358640099515}",1.00145,0.9382,1.0647,0.01,ok
SVM,"{""gamma"": 256.0, ""C"": 0.00390625}",1.00076,0.93747,1.06405,0.01,ok
SVM,"{""gamma"": 256.0, ""C"": 0.005524271728019903}",0.99978,0.93643,1.06313,0.01,ok
SVM,"{""gamma"": 256.0, ""C"": 0.0078125}",0.9984,0.93497,1.06183,0.01,ok
SVM,"{""gamma"": 256.0, ""C"": 0.011048543456039806}",0.99644,0.9329,1.05999,0.01,ok
SVM,"{""gamma"": 256.0, ""C"": 0.015625}",0.99368,0.92998,1.05738,0.01,ok
SVM,"{""gamma"": 256.0, ""C"": 0.02209708691207961}",0.98979,0.92587,1.05371,0.01,ok
SVM,"{""gamma"": 256.0, ""C"": 0.03125}",0.9843,0.92008,1.04852,0.01,ok
SVM,"{""gamma"": 256.0, ""C"": 0.04419417382415922}",0.9767,0.91194,1.04146,0.01,ok
SVM,"{""gamma"": 256.0, ""C"": 0.0625}",0.96664,0.90055,1.03274,0.02,ok
SVM,"{""gamma"": 256.0, ""C"": 0.08838834764831845}",0.95294,0.88467,1.02121,0.02,ok
SVM,"{""gamma"": 256.0, ""C"": 0.125}",0.93439,0.86336,1.00542,0.03,ok
SVM,"{""gamma"": 256.0, ""C"": 0.1767766952966369}",0.91329,0.84239,0.98419,0.03,ok
SVM,"{""gamma"": 256.0, ""C"": 0.25}",0.88754,0.82028,0.95481,0.04,ok
SVM,"{""gamma"": 256.0, ""C"": 0.3535533905932738}",0.85918,0.79582,0.92255,0.03,ok
SVM,"{""gamma"": 256.0, ""C"": 0.5}",0.83302,0.78033,0.8857,0.04,ok
SVM,"{""gamma"": 256.0, ""C"": 0.7071067811865476}",0.80641,0.77062,0.8422,0.04,ok
SVM,"{""gamma"": 256.0, ""C"": 1.0}",0.78657,0.76336,0.80978,0.04,ok
SVM,"{""gamma"": 256.0, ""C"": 1.4142135623730951}",0.77109,0.75081,0.79138,0.05,ok
SVM,"{""gamma"": 256.0, ""C"": 2.0}",0.76966,0.75497,0.78434,0.05,ok
SVM,"{""gamma"": 256.0, ""C"": 2.8284271247461903}",0.77962,0.76427,0.79497,0.05,ok
SVM,"{""gamma"": 256.0, ""C"": 4.0}",0.79384,0.77627,0.81141,0.05,ok
SVM,"{""gamma"": 256.0, ""C"": 5.656854249492381}",0.81463,0.79318,0.83608,0.05,ok
SVM,"{""gamma"": 256.0, ""C"": 8.0}",0.84239,0.81644,0.86833,0.06,ok
SVM,"{""gamma"": 256.0, ""C"": 11.313708498984761}",0.87817,0.85072,0.90562,0.05,ok
SVM,"{""gamma"": 256.0, ""C"": 16.0}",0.90776,0.89118,0.92434,0.05,ok
SVM,"{""gamma"": 256.0, ""C"": 22.627416997969522}",0.92481,0.90898,0.94064,0.05,ok
SVM,"{""gamma"": 256.0, ""C"": 32.0}",0.94716,0.93533,0.95898,0.05,ok
SVM,"{""gamma"": 256.0, ""C"": 45.254833995939045}",0.9749,0.96364,0.98616,0.05,ok
SVM,"{""gamma"": 256.0, ""C"": 64.0}",0.98807,0.98096,0.99518,0.05,ok
SVM,"{""gamma"": 256.0, ""C"": 90.50966799187809}",1.00759,1.0108,1.00439,0.06,ok
SVM,"{""gamma"": 256.0, ""C"": 128.0}",1.03828,1.05652,1.02004,0.06,ok
SVM,"{""gamma"": 256.0, ""C"": 181.01933598375618}",1.0453,1.06802,1.02258,0.05,ok
SVM,"{""gamma"": 256.0, ""C"": 256.0}",1.05551,1.08462,1.0264,0.06,ok
SVM,"{""gamma"": 256.0, ""C"": 362.03867196751236}",1.05381,1.09644,1.01118,0.06,ok
SVM,"{""gamma"": 256.0, ""C"": 512.0}",1.06347,1.10585,1.02109,0.07,ok
SVM,"{""gamma"": 256.0, ""C"": 724.0773439350247}",1.06956,1.10968,1.02944,0.06,ok
SVM,"{""gamma"": 256.0, ""C"": 1024.0}",1.08179,1.11267,1.0509,0.06,ok
SVM,"{""gamma"": 362.03867196751236, ""C"": 0.0009765625}",1.00263,0.93945,1.06581,0.01,ok
SVM,"{""gamma"": 362.03867196751236, ""C"": 0.0013810679320049757}",1.00243,0.93924,1.06561,0.01,ok
SVM,"{""gamma"": 362.03867196751236, ""C"": 0.001953125}",1.00214,0.93893,1.06534,0.01,ok
SVM,"{""gamma"": 362.03867196751236, ""C"": 0.0027621358640099515}",1.00173,0.9385,1.06495,0.01,ok
SVM,"{""gamma"": 362.03867196751236, ""C"": 0.00390625}",1.00115,0.9379,1.0644,0.01,ok
SVM,"{""gamma"": 362.03867196751236, ""C"": 0.005524271728019903}",1.00033,0.93704,1.06362,0.01,ok
SVM,"{""gamma"": 362.03867196751236, ""C"": 0.0078125}",0.99917,0.93582,1.06252,0.01,ok
SVM,"{""gamma"": 362.03867196751236, ""C"": 0.011048543456039806}",0.99753,0.9341,1.06096,0.01,ok
SVM,"{""gamma"": 362.03867196751236, ""C"": 0.015625}",0.99522,0.93168,1.05876,0.01,ok
SVM,"{""gamma"": 362.03867196751236, ""C"": 0.02209708691207961}",0.99196,0.92827,1.05565,0.01,ok
SVM,"{""gamma"": 362.03867196751236, ""C"": 0.03125}",0.98737,0.92346,1.05127,0.01,ok
SVM,"{""gamma"": 362.03867196751236, ""C"": 0.04419417382415922}",0.98091,0.91671,1.04512,0.01,ok
SVM,"{""gamma"": 362.03867196751236, ""C"": 0.0625}",0.97244,0.90724,1.03763,0.02,ok
SVM,"{""gamma"": 362.03867196751236, ""C"": 0.08838834764831845}",0.96106,0.89403,1.02808,0.01,ok
SVM,"{""gamma"": 362.03867196751236, ""C"": 0.125}",0.94513,0.87574,1.01451,0.01,ok
SVM,"{""gamma"": 362.03867196751236, ""C"": 0.1767766952966369}",0.92611,0.85572,0.99649,0.02,ok
SVM,"{""gamma"": 362.03867196751236, ""C"": 0.25}",0.90359,0.8355,0.97169,0.03,ok
SVM,"{""gamma"": 362.03867196751236, ""C"": 0.3535533905932738}",0.87828,0.81291,0.94365,0.03,ok
SVM,"{""gamma"": 362.03867196751236, ""C"": 0.5}",0.85306,0.79473,0.9114,0.04,ok
SVM,"{""gamma"": 362.03867196751236, ""C"": 0.7071067811865476}",0.82992,0.78704,0.8728,0.04,ok
SVM,"{""gamma"": 362.03867196751236, ""C"": 1.0}",0.80903,0.78275,0.83532,0.04,ok
SVM,"{""gamma"": 362.03867196751236, ""C"": 1.4142135623730951}",0.79621,0.77233,0.82009,0.04,ok
SVM,"{""gamma"": 362.03867196751236, ""C"": 2.0}",0.79465,0.77389,0.81541,0.05,ok
SVM,"{""gamma"": 362.03867196751236, ""C"": 2.8284271247461903}",0.80466,0.78192,0.82741,0.04,ok
SVM,"{""gamma"": 362.03867196751236, ""C"": 4.0}",0.81852,0.79412,0.84293,0.04,ok
SVM,"{""gamma"": 362.03867196751236, ""C"": 5.656854249492381}",0.83897,0.81174,0.86621,0.04,ok
SVM,"{""gamma"": 362.03867196751236, ""C"": 8.0}",0.86357,0.83081,0.89632,0.05,ok
SVM,"{""gamma"": 362.03867196751236, ""C"": 11.313708498984761}",0.89356,0.86082,0.9263,0.05,ok
SVM,"{""gamma"": 362.03867196751236, ""C"": 16.0}",0.9238,0.90397,0.94363,0.05,ok
SVM,"{""gamma"": 362.03867196751236, ""C"": 22.627416997969522}",0.94555,0.93298,0.95812,0.04,ok
SVM,"{""gamma"": 362.03867196751236, ""C"": 32.0}",0.96794,0.96065,0.97523,0.04,ok
SVM,"{""gamma"": 362.03867196751236, ""C"": 45.254833995939045}",0.98188,0.97547,0.98829,0.04,ok
SVM,"{""gamma"": 362.03867196751236, ""C"": 64.0}",0.99501,0.99652,0.99349,0.04,ok
SVM,"{""gamma"": 362.03867196751236, ""C"": 90.50966799187809}",1.01725,1.03143,1.00307,0.04,ok
SVM,"{""gamma"": 362.03867196751236, ""C"": 128.0}",1.02571,1.04373,1.00769,0.05,ok
SVM,"{""gamma"": 362.03867196751236, ""C"": 181.01933598375618}",1.0386,1.05832,1.01888,0.05,ok
SVM,"{""gamma"": 362.03867196751236, ""C"": 256.0}",1.04401,1.06793,1.02009,0.05,ok
SVM,"{""gamma"": 362.03867196751236, ""C"": 362.03867196751236}",1.0458,1.06471,1.02689,0.05,ok
SVM,"{""gamma"": 362.03867196751236, ""C"": 512.0}",1.04877,1.05936,1.03818,0.05,ok
SVM,"{""gamma"": 362.03867196751236, ""C"": 724.0773439350247}",1.06101,1.06569,1.05633,0.05,ok
SVM,"{""gamma"": 362.03867196751236, ""C"": 1024.0}",1.07954,1.0835,1.07558,0.06,ok
SVM,"{""gamma"": 512.0, ""C"": 0.0009765625}",1.00271,0.93954,1.06588,0.01,ok
SVM,"{""gamma"": 512.0, ""C"": 0.0013810679320049757}",1.00254,0.93936,1.06572,0.01,ok
SVM,"{""gamma"": 512.0, ""C"": 0.001953125}",1.0023,0.93911,1.06549,0.01,ok
SVM,"{""gamma"": 512.0, ""C"": 0.0027621358640099515}",1.00196,0.93875,1.06516,0.01,ok
SVM,"{""gamma"": 512.0, ""C"": 0.00390625}",1.00147,0.93825,1.06469,0.01,ok
SVM,"{""gamma"": 512.0, ""C"": 0.005524271728019903}",1.00078,0.93754,1.06403,0.01,ok
SVM,"{""gamma"": 512.0, ""C"": 0.0078125}",0.99982,0.93653,1.0631,0.01,ok
SVM,"{""gamma"": 512.0, ""C"": 0.011048543456039806}",0.99845,0.9351,1.06179,0.01,ok
SVM,"{""gamma"": 512.0, ""C"": 0.015625}",0.99651,0.93309,1.05993,0.01,ok
SVM,"{""gamma"": 512.0, ""C"": 0.02209708691207961}",0.99379,0.93026,1.05731,0.01,ok
SVM,"{""gamma"": 512.0, ""C"": 0.03125}",0.98994,0.92627,1.05361,0.01,ok
SVM,"{""gamma"": 512.0, ""C"": 0.04419417382415922}",0.98452,0.92065,1.04839,0.01,ok
SVM,"{""gamma"": 512.0, ""C"": 0.0625}",0.97733,0.91278,1.04189,0.02,ok
SVM,"{""gamma"": 512.0, ""C"": 0.08838834764831845}",0.9678,0.90179,1.03381,0.01,ok
SVM,"{""gamma"": 512.0, ""C"": 0.125}",0.95449,0.88654,1.02244,0.01,ok
SVM,"{""gamma"": 512.0, ""C"": 0.1767766952966369}",0.93759,0.86802,1.00716,0.03,ok
SVM,"{""gamma"": 512.0, ""C"": 0.25}",0.9179,0.84959,0.98621,0.03,ok
SVM,"{""gamma"": 512.0, ""C"": 0.3535533905932738}",0.89579,0.83015,0.96144,0.04,ok
SVM,"{""gamma"": 512.0, ""C"": 0.5}",0.87188,0.8105,0.93326,0.04,ok
SVM,"{""gamma"": 512.0, ""C"": 0.7071067811865476}",0.85154,0.80374,0.89934,0.04,ok
SVM,"{""gamma"": 512.0, ""C"": 1.0}",0.82995,0.80085,0.85906,0.04,ok
SVM,"{""gamma"": 512.0, ""C"": 1.4142135623730951}",0.81783,0.79239,0.84327,0.04,ok
SVM,"{""gamma"": 512.0, ""C"": 2.0}",0.81614,0.7922,0.84009,0.04,ok
SVM,"{""gamma"": 512.0, ""C"": 2.8284271247461903}",0.8256,0.80038,0.85083,0.04,ok
SVM,"{""gamma"": 512.0, ""C"": 4.0}",0.8383,0.81219,0.8644,0.04,ok
SVM,"{""gamma"": 512.0, ""C"": 5.656854249492381}",0.85356,0.82603,0.88109,0.04,ok
SVM,"{""gamma"": 512.0, ""C"": 8.0}",0.87753,0.84648,0.90857,0.04,ok
SVM,"{""gamma"": 512.0, ""C"": 11.313708498984761}",0.90454,0.873,0.93607,0.04,ok
SVM,"{""gamma"": 512.0, ""C"": 16.0}",0.93128,0.91021,0.95235,0.04,ok
SVM,"{""gamma"": 512.0, ""C"": 22.627416997969522}",0.95458,0.94472,0.96444,0.04,ok
SVM,"{""gamma"": 512.0, ""C"": 32.0}",0.97068,0.9643,0.97705,0.04,ok
SVM,"{""gamma"": 512.0, ""C"": 45.254833995939045}",0.98257,0.97861,0.98654,0.04,ok
SVM,"{""gamma"": 512.0, ""C"": 64.0}",0.99773,1.00256,0.99289,0.04,ok
SVM,"{""gamma"": 512.0, ""C"": 90.50966799187809}",1.01028,1.01972,1.00084,0.05,ok
SVM,"{""gamma"": 512.0, ""C"": 128.0}",1.02208,1.03075,1.01341,0.05,ok
SVM,"{""gamma"": 512.0, ""C"": 181.01933598375618}",1.02779,1.03546,1.02012,0.05,ok
SVM,"{""gamma"": 512.0, ""C"": 256.0}",1.02983,1.03123,1.02843,0.04,ok
SVM,"{""gamma"": 512.0, ""C"": 362.03867196751236}",1.0315,1.0304,1.03259,0.04,ok
SVM,"{""gamma"": 512.0, ""C"": 512.0}",1.03769,1.03598,1.0394,0.04,ok
SVM,"{""gamma"": 512.0, ""C"": 724.0773439350247}",1.04961,1.04882,1.05041,0.05,ok
SVM,"{""gamma"": 512.0, ""C"": 1024.0}",1.06362,1.0645,1.06274,0.04,ok
SVM,"{""gamma"": 724.0773439350247, ""C"": 0.0009765625}",1.00278,0.93962,1.06595,0.01,ok
SVM,"{""gamma"": 724.0773439350247, ""C"": 0.0013810679320049757}",1.00264,0.93947,1.06581,0.01,ok
SVM,"{""gamma"": 724.0773439350247, ""C"": 0.001953125}",1.00243,0.93926,1.06561,0.01,ok
SVM,"{""gamma"": 724.0773439350247, ""C"": 0.0027621358640099515}",1.00215,0.93896,1.06534,0.01,ok
SVM,"{""gamma"": 724.0773439350247, ""C"": 0.00390625}",1.00174,0.93854,1.06494,0.01,ok
SVM,"{""gamma"": 724.0773439350247, ""C"": 0.005524271728019903}",1.00117,0.93794,1.06439,0.01,ok
SVM,"{""gamma"": 724.0773439350247, ""C"": 0.0078125}",1.00036,0.9371,1.06361,0.01,ok
SVM,"{""gamma"": 724.0773439350247, ""C"": 0.011048543456039806}",0.99921,0.93592,1.06251,0.01,ok
SVM,"{""gamma"": 724.0773439350247, ""C"": 0.015625}",0.9976,0.93424,1.06095,0.01,ok
SVM,"{""gamma"": 724.0773439350247, ""C"": 0.02209708691207961}",0.99531,0.93188,1.05874,0.01,ok
SVM,"{""gamma"": 724.0773439350247, ""C"": 0.03125}",0.9921,0.92856,1.05563,0.01,ok
SVM,"{""gamma"": 724.0773439350247, ""C"": 0.04419417382415922}",0.98756,0.92388,1.05125,0.01,ok
SVM,"{""gamma"": 724.0773439350247, ""C"": 0.0625}",0.98148,0.91732,1.04564,0.01,ok
SVM,"{""gamma"": 724.0773439350247, ""C"": 0.08838834764831845}",0.97348,0.90814,1.03881,0.02,ok
SVM,"{""gamma"": 724.0773439350247, ""C"": 0.125}",0.96236,0.89541,1.0293,0.02,ok
SVM,"{""gamma"": 724.0773439350247, ""C"": 0.1767766952966369}",0.94779,0.87911,1.01646,0.02,ok
SVM,"{""gamma"": 724.0773439350247, ""C"": 0.25}",0.93072,0.86252,0.99892,0.04,ok
SVM,"{""gamma"": 724.0773439350247, ""C"": 0.3535533905932738}",0.91134,0.84549,0.97718,0.04,ok
SVM,"{""gamma"": 724.0773439350247, ""C"": 0.5}",0.88954,0.82701,0.95208,0.04,ok
SVM,"{""gamma"": 724.0773439350247, ""C"": 0.7071067811865476}",0.87111,0.81999,0.92223,0.03,ok
SVM,"{""gamma"": 724.0773439350247, ""C"": 1.0}",0.8522,0.8179,0.88651,0.03,ok
SVM,"{""gamma"": 724.0773439350247, ""C"": 1.4142135623730951}",0.83867,0.81137,0.86597,0.04,ok
SVM,"{""gamma"": 724.0773439350247, ""C"": 2.0}",0.83635,0.81055,0.86216,0.04,ok
SVM,"{""gamma"": 724.0773439350247, ""C"": 2.8284271247461903}",0.84354,0.81722,0.86987,0.03,ok
SVM,"{""gamma"": 724.0773439350247, ""C"": 4.0}",0.85345,0.82662,0.88029,0.03,ok
SVM,"{""gamma"": 724.0773439350247, ""C"": 5.656854249492381}",0.86827,0.8416,0.89495,0.03,ok
SVM,"{""gamma"": 724.0773439350247, ""C"": 8.0}",0.88938,0.86075,0.91801,0.04,ok
SVM,"{""gamma"": 724.0773439350247, ""C"": 11.313708498984761}",0.9122,0.88031,0.94409,0.05,ok
SVM,"{""gamma"": 724.0773439350247, ""C"": 16.0}",0.93354,0.90889,0.9582,0.04,ok
SVM,"{""gamma"": 724.0773439350247, ""C"": 22.627416997969522}",0.95637,0.94537,0.96737,0.04,ok
SVM,"{""gamma"": 724.0773439350247, ""C"": 32.0}",0.97002,0.95908,0.98096,0.04,ok
SVM,"{""gamma"": 724.0773439350247, ""C"": 45.254833995939045}",0.98189,0.97394,0.98984,0.04,ok
SVM,"{""gamma"": 724.0773439350247, ""C"": 64.0}",0.99544,0.99228,0.99861,0.05,ok
SVM,"{""gamma"": 724.0773439350247, ""C"": 90.50966799187809}",1.00633,0.99788,1.01478,0.04,ok
SVM,"{""gamma"": 724.0773439350247, ""C"": 128.0}",1.01354,1.00189,1.02519,0.04,ok
SVM,"{""gamma"": 724.0773439350247, ""C"": 181.01933598375618}",1.01352,1.00003,1.027,0.04,ok
SVM,"{""gamma"": 724.0773439350247, ""C"": 256.0}",1.01512,1.0002,1.03004,0.04,ok
SVM,"{""gamma"": 724.0773439350247, ""C"": 362.03867196751236}",1.01945,1.00372,1.03518,0.04,ok
SVM,"{""gamma"": 724.0773439350247, ""C"": 512.0}",1.02409,1.00804,1.04014,0.04,ok
SVM,"{""gamma"": 724.0773439350247, ""C"": 724.0773439350247}",1.03195,1.01563,1.04828,0.04,ok
SVM,"{""gamma"": 724.0773439350247, ""C"": 1024.0}",1.03578,1.02234,1.04922,0.04,ok
SVM,"{""gamma"": 1024.0, ""C"": 0.0009765625}",1.00284,0.93967,1.066,0.01,ok
SVM,"{""gamma"": 1024.0, ""C"": 0.0013810679320049757}",1.00272,0.93955,1.06588,0.01,ok
SVM,"{""gamma"": 1024.0, ""C"": 0.001953125}",1.00255,0.93937,1.06572,0.01,ok
SVM,"{""gamma"": 1024.0, ""C"": 0.0027621358640099515}",1.00231,0.93913,1.06549,0.01,ok
SVM,"{""gamma"": 1024.0, ""C"": 0.00390625}",1.00197,0.93878,1.06516,0.01,ok
SVM,"{""gamma"": 1024.0, ""C"": 0.005524271728019903}",1.00149,0.93828,1.0647,0.01,ok
SVM,"{""gamma"": 1024.0, ""C"": 0.0078125}",1.00081,0.93758,1.06405,0.01,ok
SVM,"{""gamma"": 1024.0, ""C"": 0.011048543456039806}",0.99986,0.93659,1.06312,0.01,ok
SVM,"{""gamma"": 1024.0, ""C"": 0.015625}",0.99851,0.93519,1.06182,0.01,ok
SVM,"{""gamma"": 1024.0, ""C"": 0.02209708691207961}",0.9966,0.93322,1.05998,0.01,ok
SVM,"{""gamma"": 1024.0, ""C"": 0.03125}",0.99391,0.93044,1.05738,0.01,ok
SVM,"{""gamma"": 1024.0, ""C"": 0.04419417382415922}",0.99012,0.92654,1.05371,0.01,ok
SVM,"{""gamma"": 1024.0, ""C"": 0.0625}",0.98501,0.92105,1.04897,0.01,ok
SVM,"{""gamma"": 1024.0, ""C"": 0.08838834764831845}",0.97832,0.91339,1.04325,0.01,ok
SVM,"{""gamma"": 1024.0, ""C"": 0.125}",0.96901,0.90274,1.03528,0.01,ok
SVM,"{""gamma"": 1024.0, ""C"": 0.1767766952966369}",0.95678,0.88906,1.0245,0.02,ok
SVM,"{""gamma"": 1024.0, ""C"": 0.25}",0.94177,0.87355,1.00999,0.03,ok
SVM,"{""gamma"": 1024.0, ""C"": 0.3535533905932738}",0.92432,0.85754,0.9911,0.03,ok
SVM,"{""gamma"": 1024.0, ""C"": 0.5}",0.90581,0.84239,0.96923,0.04,ok
SVM,"{""gamma"": 1024.0, ""C"": 0.7071067811865476}",0.88849,0.83409,0.94288,0.04,ok
SVM,"{""gamma"": 1024.0, ""C"": 1.0}",0.87219,0.83256,0.91182,0.04,ok
SVM,"{""gamma"": 1024.0, ""C"": 1.4142135623730951}",0.85872,0.82842,0.88901,0.04,ok
SVM,"{""gamma"": 1024.0, ""C"": 2.0}",0.8559,0.82734,0.88445,0.04,ok
SVM,"{""gamma"": 1024.0, ""C"": 2.8284271247461903}",0.86148,0.83267,0.89029,0.04,ok
SVM,"{""gamma"": 1024.0, ""C"": 4.0}",0.86929,0.83993,0.89866,0.04,ok
SVM,"{""gamma"": 1024.0, ""C"": 5.656854249492381}",0.88254,0.85355,0.91154,0.04,ok
SVM,"{""gamma"": 1024.0, ""C"": 8.0}",0.90063,0.86978,0.93148,0.04,ok
SVM,"{""gamma"": 1024.0, ""C"": 11.313708498984761}",0.91999,0.88369,0.95628,0.04,ok
SVM,"{""gamma"": 1024.0, ""C"": 16.0}",0.93662,0.90601,0.96724,0.04,ok
SVM,"{""gamma"": 1024.0, ""C"": 22.627416997969522}",0.95711,0.93766,0.97657,0.04,ok
SVM,"{""gamma"": 1024.0, ""C"": 32.0}",0.97058,0.94987,0.9913,0.03,ok
SVM,"{""gamma"": 1024.0, ""C"": 45.254833995939045}",0.9833,0.96414,1.00247,0.03,ok
SVM,"{""gamma"": 1024.0, ""C"": 64.0}",0.99346,0.96868,1.01825,0.03,ok
SVM,"{""gamma"": 1024.0, ""C"": 90.50966799187809}",1.00008,0.97251,1.02766,0.04,ok
SVM,"{""gamma"": 1024.0, ""C"": 128.0}",1.00014,0.97151,1.02878,0.04,ok
SVM,"{""gamma"": 1024.0, ""C"": 181.01933598375618}",1.00129,0.97205,1.03053,0.04,ok
SVM,"{""gamma"": 1024.0, ""C"": 256.0}",1.00248,0.97246,1.0325,0.04,ok
SVM,"{""gamma"": 1024.0, ""C"": 362.03867196751236}",1.00444,0.97388,1.035,0.03,ok
SVM,"{""gamma"": 1024.0, ""C"": 512.0}",1.00527,0.97592,1.03463,0.03,ok
SVM,"{""gamma"": 1024.0, ""C"": 724.0773439350247}",1.00655,0.9789,1.0342,0.03,ok
SVM,"{""gamma"": 1024.0, ""C"": 1024.0}",1.00855,0.98331,1.03378,0.03,ok
XGB,"{""max_depth"": 1, ""n_estimators"": 50, ""learning_rate"": 0.02, ""subsample"": 0.7}",0.54741,0.49589,0.59893,0.26,ok
XGB,"{""max_depth"": 1, ""n_estimators"": 50, ""learning_rate"": 0.02, ""subsample"": 0.8}",0.54936,0.49523,0.6035,0.13,ok
XGB,"{""max_depth"": 1, ""n_estimators"": 50, ""learning_rate"": 0.05, ""subsample"": 0.7}",0.49455,0.43971,0.54939,0.13,ok
XGB,"{""max_depth"": 1, ""n_estimators"": 50, ""learning_rate"": 0.05, ""subsample"": 0.8}",0.50185,0.44223,0.56148,0.13,ok
XGB,"{""max_depth"": 1, ""n_estimators"": 100, ""learning_rate"": 0.02, ""subsample"": 0.7}",0.50578,0.44833,0.56322,0.27,ok
XGB,"{""max_depth"": 1, ""n_estimators"": 100, ""learning_rate"": 0.02, ""subsample"": 0.8}",0.51224,0.45036,0.57412,0.25,ok
XGB,"{""max_depth"": 1, ""n_estimators"": 100, ""learning_rate"": 0.05, ""subsample"": 0.7}",0.45991,0.40621,0.5136,0.26,ok
XGB,"{""max_depth"": 1, ""n_estimators"": 100, ""learning_rate"": 0.05, ""subsample"": 0.8}",0.46731,0.41895,0.51566,0.25,ok
XGB,"{""max_depth"": 1, ""n_estimators"": 200, ""learning_rate"": 0.02, ""subsample"": 0.7}",0.46435,0.41934,0.50937,0.48,ok
XGB,"{""max_depth"": 1, ""n_estimators"": 200, ""learning_rate"": 0.02, ""subsample"": 0.8}",0.47757,0.42841,0.52674,0.39,ok
XGB,"{""max_depth"": 1, ""n_estimators"": 200, ""learning_rate"": 0.05, ""subsample"": 0.7}",0.41916,0.35852,0.4798,0.4,ok
XGB,"{""max_depth"": 1, ""n_estimators"": 200, ""learning_rate"": 0.05, ""subsample"": 0.8}",0.43741,0.39163,0.48318,0.4,ok
XGB,"{""max_depth"": 1, ""n_estimators"": 300, ""learning_rate"": 0.02, ""subsample"": 0.7}",0.45,0.40188,0.49812,0.67,ok
XGB,"{""max_depth"": 1, ""n_estimators"": 300, ""learning_rate"": 0.02, ""subsample"": 0.8}",0.45918,0.41354,0.50482,0.66,ok
XGB,"{""max_depth"": 1, ""n_estimators"": 300, ""learning_rate"": 0.05, ""subsample"": 0.7}",0.37192,0.31762,0.42621,0.54,ok
XGB,"{""max_depth"": 1, ""n_estimators"": 300, ""learning_rate"": 0.05, ""subsample"": 0.8}",0.40148,0.36474,0.43821,0.56,ok
XGB,"{""max_depth"": 1, ""n_estimators"": 500, ""learning_rate"": 0.02, ""subsample"": 0.7}",0.4236,0.36987,0.47733,1.07,ok
XGB,"{""max_depth"": 1, ""n_estimators"": 500, ""learning_rate"": 0.02, ""subsample"": 0.8}",0.43553,0.39349,0.47756,0.97,ok
XGB,"{""max_depth"": 1, ""n_estimators"": 500, ""learning_rate"": 0.05, ""subsample"": 0.7}",0.31369,0.2785,0.34887,0.97,ok
XGB,"{""max_depth"": 1, ""n_estimators"": 500, ""learning_rate"": 0.05, ""subsample"": 0.8}",0.34222,0.31332,0.37113,1.11,ok
XGB,"{""max_depth"": 2, ""n_estimators"": 50, ""learning_rate"": 0.02, ""subsample"": 0.7}",0.48978,0.49348,0.48607,0.16,ok
XGB,"{""max_depth"": 2, ""n_estimators"": 50, ""learning_rate"": 0.02, ""subsample"": 0.8}",0.50637,0.49242,0.52032,0.14,ok
XGB,"{""max_depth"": 2, ""n_estimators"": 50, ""learning_rate"": 0.05, ""subsample"": 0.7}",0.38264,0.43189,0.33338,0.16,ok
XGB,"{""max_depth"": 2, ""n_estimators"": 50, ""learning_rate"": 0.05, ""subsample"": 0.8}",0.42712,0.43628,0.41796,0.16,ok
XGB,"{""max_depth"": 2, ""n_estimators"": 100, ""learning_rate"": 0.02, ""subsample"": 0.7}",0.42157,0.44566,0.39747,0.27,ok
XGB,"{""max_depth"": 2, ""n_estimators"": 100, ""learning_rate"": 0.02, ""subsample"": 0.8}",0.44616,0.44775,0.44458,0.26,ok
XGB,"{""max_depth"": 2, ""n_estimators"": 100, ""learning_rate"": 0.05, ""subsample"": 0.7}",0.27371,0.30985,0.23757,0.29,ok
XGB,"{""max_depth"": 2, ""n_estimators"": 100, ""learning_rate"": 0.05, ""subsample"": 0.8}",0.29504,0.31837,0.27171,0.32,ok
XGB,"{""max_depth"": 2, ""n_estimators"": 200, ""learning_rate"": 0.02, ""subsample"": 0.7}",0.30159,0.35617,0.24701,0.56,ok
XGB,"{""max_depth"": 2, ""n_estimators"": 200, ""learning_rate"": 0.02, ""subsample"": 0.8}",0.33614,0.36307,0.30922,0.51,ok
XGB,"{""max_depth"": 2, ""n_estimators"": 200, ""learning_rate"": 0.05, ""subsample"": 0.7}",0.2455,0.27906,0.21195,0.43,ok
XGB,"{""max_depth"": 2, ""n_estimators"": 200, ""learning_rate"": 0.05, ""subsample"": 0.8}",0.23565,0.27787,0.19342,0.48,ok
XGB,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.02, ""subsample"": 0.7}",0.26442,0.29723,0.23161,0.84,ok
